Session_ID,Time_Record,Transcription,Sentiment,Valence,Activation,Dominance,discrete
Ses01F_impro01_M011,[087.1500-094.3900]:,I don't understand why this is so complicated for people when they get here.  It's just a simple form.  I just need an ID.,ang,2.0,4.0,4.0,2
Ses01F_impro01_F013,[093.6700-097.0218]:,How long have you been working here?,fru,2.0,4.0,3.5,1
Ses01F_impro01_F014,[097.8900-102.9600]:,"Clearly.  You know, do you have like a supervisor or something?",neu,2.5,3.5,3.5,0
Ses01F_impro01_M013,[101.8400-107.8700]:,Yeah.  Do you want to see my supervisor?  Huh? Yeah.  Do you want to see my supervisor?  Fine.  I'll be right back.,ang,2.0,4.5,4.5,2
Ses01F_impro01_F015,[103.9700-106.7100]:,That would - I would appreciate that.  Yeah.,fru,2.0,3.5,3.0,1
Ses01F_impro02_F000,[007.2688-016.6000]:,Did you get the mail? So you saw my letter?,sad,2.5,2.0,1.5,3
Ses01F_impro02_F001,[019.8500-022.7800]:,Yeah.  I know.,sad,2.0,1.5,1.5,3
Ses01F_impro02_M001,[021.7600-027.5558]:,"I don't understand.  You've already done so much, I don't know why do you have to go back.",sad,2.0,2.5,2.5,3
Ses01F_impro02_F002,[026.5659-032.2895]:,I don't know.  I put in that. request too. They didn't...,sad,2.0,1.5,1.5,3
Ses01F_impro02_F003,[032.3075-037.9600]:,"I guess, you know, everybody has to make sacrifices.",neu,2.0,2.0,2.0,0
Ses01F_impro02_F004,[047.3400-053.1100]:,"There's people that have given more though, you know?",sad,2.5,2.0,2.5,3
Ses01F_impro02_M003,[052.7100-059.0534]:,I just don't see how they can make you leave when you have a new baby - we have a new kid.,fru,2.0,3.0,3.0,1
Ses01F_impro02_F005,[058.7500-061.3100]:,I know.,sad,2.0,2.0,2.5,3
Ses01F_impro02_F006,[064.2550-068.4700]:,"There's babies over there, though, that need mothers.",neu,2.5,2.5,2.5,0
Ses01F_impro02_M005,[069.3400-074.2900]:,I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it.,sad,2.0,3.0,1.5,3
Ses01F_impro02_F008,[087.2031-091.0900]:,"Just, you know, kicking myself.",sad,1.5,2.0,1.5,3
Ses01F_impro02_F010,[097.9400-102.1900]:,things just aren't what they seem.,sad,2.0,1.5,2.0,3
Ses01F_impro02_M008,[110.5653-113.2000]:,I know.,fru,2.5,1.5,2.0,1
Ses01F_impro02_M009,[114.1775-117.8500]:,I just don't see why it has to be you.,sad,2.0,1.5,2.5,3
Ses01F_impro02_F012,[117.8300-120.8605]:,"If not me then, who?",sad,3.5,2.0,1.5,3
Ses01F_impro02_M010,[120.4105-124.6300]:,What am I going to do? Huh?,sad,2.0,2.0,1.5,3
Ses01F_impro02_F013,[127.8200-133.9455]:,"You'll videotape everything, yeah?",sad,1.5,2.0,2.0,3
Ses01F_impro02_M011,[133.8800-137.1000]:,Yeah.,sad,2.5,1.5,2.5,3
Ses01F_impro02_F014,[139.0300-146.4300]:,"Maybe you can send it to me, like stream it, yeah?",sad,1.5,2.0,2.0,3
Ses01F_impro02_M012,[147.0300-151.7101]:,Don't you guys have access to computers over there.,neu,2.5,2.0,2.0,0
Ses01F_impro02_F015,[151.4221-155.0100]:,Last month--  Yeah.,sad,2.0,2.5,2.5,3
Ses01F_impro02_M013,[157.9800-162.7100]:,I just don't know how I'm going to do it without you.,sad,1.5,2.0,2.0,3
Ses01F_impro02_F016,[163.5400-165.7300]:,I have to find sitters.,neu,2.0,1.0,2.5,0
Ses01F_impro02_M014,[164.8850-169.5000]:,I can't raise a baby by myself.  How?,sad,1.5,3.0,1.5,3
Ses01F_impro02_F017,[169.3600-176.0150]:,"We've got friends, that's why we moved here, huh?  Because there is a day care down the street.",sad,3.5,3.0,2.5,3
Ses01F_impro02_M015,[175.4700-176.7200]:,I know.,neu,3.0,3.0,1.5,0
Ses01F_impro02_F018,[176.0800-179.1300]:,And your mother is close by.,neu,2.5,2.5,2.5,0
Ses01F_impro02_F019,[182.8300-185.8894]:,I'll send you lots of letters.,sad,2.5,1.5,2.0,3
Ses01F_impro02_F020,[186.5800-191.1100]:,And I want lots and lots and lots of pictures.,sad,4.0,2.0,2.5,3
Ses01F_impro02_M016,[195.1047-199.5200]:,It's just not fair.,fru,2.0,1.5,2.5,1
Ses01F_impro03_M000,[003.2400-005.4600]:,So what's up?  What's new?,neu,4.0,3.0,2.6667,0
Ses01F_impro03_F000,[004.8800-007.7400]:,Well Vegas was awesome.,hap,4.3333,2.6667,2.6667,4
Ses01F_impro03_M001,[006.6000-008.6600]:,Yeah.  I heard.,neu,4.3333,2.6667,2.3333,0
Ses01F_impro03_F001,[007.9300-011.3700]:,"And, um, I got married.",hap,4.0,2.6667,2.6667,4
Ses01F_impro03_M002,[010.5300-013.8400]:,Shut up.  No- in Vegas?,sur,4.3333,3.3333,2.6667,5
Ses01F_impro03_F002,[012.8000-015.3700]:,Yeah.  In the old town part.,hap,4.3333,3.0,2.3333,4
Ses01F_impro03_M003,[014.9300-018.9075]:,Who did you marry?,exc,5.0,4.6667,3.0,6
Ses01F_impro03_F004,[021.7500-025.5200]:,Um- Yes.  It was very romantic.,hap,4.6667,3.6667,2.3333,4
Ses01F_impro03_F005,[025.5584-028.1400]:,It was at the slot machines.,hap,4.3333,4.0,2.3333,4
Ses01F_impro03_F006,[028.3700-034.7100]:,"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride.",hap,4.0,3.3333,2.6667,4
Ses01F_impro03_M006,[034.2500-036.3400]:,He turned to you and was like...,neu,4.0,2.6667,2.3333,0
Ses01F_impro03_M007,[037.7175-040.4700]:,[LAUGHTER] That's really romantic.,hap,4.0,3.0,2.3333,4
Ses01F_impro03_F008,[040.1200-042.7900]:,"Yeah.  Well.  You know, because he's leaving the next day.",hap,4.0,3.3333,2.3333,4
Ses01F_impro03_M008,[042.0900-043.4100]:,Yeah.,neu,4.0,2.6667,2.0,0
Ses01F_impro03_F009,[042.8400-044.5400]:,But we're going to have a honeymoon cruise.,hap,4.0,2.6667,2.3333,4
Ses01F_impro03_M009,[044.1600-049.0700]:,"Does that mean that you're going to get citizenship, too, in- in England or whatever?",neu,3.6667,2.3333,2.3333,0
Ses01F_impro03_F010,[047.8700-051.0750]:,Oh.  I hadn't even thought about that.,hap,4.0,3.3333,3.0,4
Ses01F_impro03_M011,[052.9200-056.8500]:,Yeah.  But he'll have like a long visa.  Can you go visit then for a long time?,neu,3.6667,3.6667,2.6667,0
Ses01F_impro03_F012,[055.8650-058.1500]:,Oh.  Totally.,hap,4.0,3.6667,2.6667,4
Ses01F_impro03_F013,[060.7300-065.8600]:,I guess I'll-  I guess I'll have an internet husband.[LAUGHTER],hap,5.0,4.0,3.3333,4
Ses01F_impro03_M013,[065.6425-068.4400]:,Like you need another one of those.[LAUGHTER],hap,4.6667,4.0,3.0,4
Ses01F_impro03_M014,[073.4100-076.9975]:,Is that your phone?,hap,4.3333,3.6667,2.6667,4
Ses01F_impro03_F015,[074.2675-078.8425]:,"Yeah, so [LAUGHTER] He's calling me now",exc,4.6667,3.6667,3.0,6
Ses01F_impro03_M015,[078.3200-080.5000]:,He loves you.,hap,4.0,3.0,2.6667,4
Ses01F_impro03_F016,[079.0350-081.0875]:,"He likes to keep tabs, you know.",hap,4.0,3.0,2.3333,4
Ses01F_impro03_M016,[080.7175-082.5225]:,How much did he win at the slot?,neu,3.6667,2.6667,2.6667,0
Ses01F_impro03_F017,[082.0975-085.0800]:,"Uh, I think seven hundred and fifty dollars.",neu,3.6667,2.6667,2.3333,0
Ses01F_impro03_M017,[084.6925-087.3600]:,Really? Penny slots?,sur,3.6667,3.6667,2.3333,5
Ses01F_impro03_F018,[085.1000-088.0225]:,Penny slots. That's what he plays.,neu,3.6667,3.0,2.0,0
Ses01F_impro03_M018,[087.6425-089.0800]:,Wow.,sur,3.0,2.6667,2.6667,5
Ses01F_impro03_F019,[088.0800-089.5000]:,Yeah.,neu,3.6667,2.3333,2.0,0
Ses01F_impro03_M019,[089.1200-093.9100]:,I'm a big fan of the Wheel of Fortune quarters. But it just costs so much.  I don't know.,neu,3.0,3.0,2.3333,0
Ses01F_impro03_F021,[092.7500-098.2100]:,Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-,hap,3.3333,3.6667,2.6667,4
Ses01F_impro03_M020,[097.0300-101.6500]:,"But the pennies always get you because you end up spending like, you know, fifty bucks.",neu,3.3333,3.0,2.6667,0
Ses01F_impro03_F022,[099.7775-102.0300]:,Fifty bucks. Mmhmm.,neu,3.3333,2.6667,2.0,0
Ses01F_impro03_M021,[101.6700-104.3500]:,"like, wait, but it's just pennies.  You're like, wait a minute I'm on to you.",neu,3.0,3.3333,2.6667,0
Ses01F_impro03_F023,[102.6200-103.4625]:,Yeah.,neu,3.0,2.3333,2.0,0
Ses01F_impro03_F024,[103.7800-108.1825]:,Well so now we're married. We have cat children.,hap,4.3333,3.0,2.6667,4
Ses01F_impro03_M022,[105.2900-106.9500]:,Awesome.,exc,4.0,3.3333,2.6667,6
Ses01F_impro03_M023,[107.7100-111.4000]:,[LAUGHTER] Cat babies.,hap,4.6667,4.3333,3.6667,4
Ses01F_impro03_F025,[110.2300-114.1600]:,"We renamed Brenda, Lumber Janet.",hap,4.3333,3.3333,3.3333,4
Ses01F_impro03_M024,[117.3600-119.5800]:,That's fair enough.,neu,3.6667,2.6667,2.3333,0
Ses01F_impro03_F026,[114.1900-120.2000]:,She needs a new name each state that we go into. [LAUGHTER],hap,4.6667,4.0,3.0,4
Ses01F_impro04_M000,[002.7418-006.6575]:,"Have you tried, uh, Craig's List?",neu,3.0,2.5,2.5,0
Ses01F_impro04_F000,[007.2455-011.6400]:,"Uh, what?  Craig's List?  Oh the internet thing?",neu,3.0,3.0,3.0,0
Ses01F_impro04_M001,[010.4600-012.1300]:,Yeah.,neu,3.0,2.5,2.0,0
Ses01F_impro04_F001,[011.7448-016.1500]:,I don't know.  Isn't that-- that's all like escort services and things like that.,neu,2.5,2.5,3.0,0
Ses01F_impro04_M002,[015.6400-018.9000]:,No.  There's regular jobs on there.,neu,3.0,2.5,3.0,0
Ses01F_impro04_F002,[018.6000-030.8976]:,"I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board.",fru,2.5,3.5,3.0,1
Ses01F_impro04_M003,[026.9100-028.7100]:,Uh huh.,neu,3.0,2.5,2.5,0
Ses01F_impro04_M004,[030.8800-035.5225]:,I'm just saying I have a friend that got a good job on it so I was just recommending it.,neu,3.0,3.0,3.0,0
Ses01F_impro04_M005,[037.1900-040.5300]:,He's like a manager for a theatre.,neu,3.0,3.0,3.0,0
Ses01F_impro04_M006,[040.5400-043.5760]:,He's like a house manager. Yeah.  It's a good job.,neu,3.0,3.5,2.5,0
Ses01F_impro04_F005,[043.3500-045.7596]:,He just...,neu,3.0,2.0,2.5,0
Ses01F_impro04_F006,[046.2735-049.8300]:,you know what?  I heard about that job.  I applied for that.,neu,3.0,3.5,3.5,0
Ses01F_impro04_M007,[049.3900-050.5800]:,You did?,neu,3.5,3.0,2.5,0
Ses01F_impro04_F007,[050.1100-054.3100]:,Yeah.  I saw a posting at the theatre.,fru,3.0,3.5,4.0,1
Ses01F_impro04_M008,[055.2100-056.3300]:,Yeah.,neu,3.0,3.0,2.5,0
Ses01F_impro04_M009,[056.3500-059.0245]:,You've been looking for a job for a long time; that was a long time ago.  Right?,neu,3.0,3.0,3.0,0
Ses01F_impro04_F009,[058.7100-060.0937]:,Yeah.,neu,2.5,2.5,2.5,0
Ses01F_impro04_M010,[059.8000-061.5500]:,Hmm.,neu,3.0,2.5,2.0,0
Ses01F_impro04_M011,[065.9700-069.7700]:,I don't know.  He had a really good resume I guess and--,neu,3.0,3.0,2.5,0
Ses01F_impro04_M012,[070.3800-072.7264]:,Yeah.  Do you have a resume?,neu,3.0,3.0,2.5,0
Ses01F_impro04_M013,[073.7473-077.1500]:,It's kind of helpful when getting a job.,neu,3.0,2.0,3.0,0
Ses01F_impro04_F013,[076.4900-080.7269]:,I just- I mean I call people up and I tell them what I'm good at.,neu,3.0,3.5,3.5,0
Ses01F_impro04_M014,[080.1435-087.8100]:,Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,neu,3.5,3.5,3.5,0
Ses01F_impro04_F014,[085.4900-086.9800]:,Yeah.,neu,2.5,3.0,2.5,0
Ses01F_impro04_M015,[092.3700-099.2700]:,"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",neu,2.5,3.5,3.0,0
Ses01F_impro04_F016,[097.4100-101.0475]:,I'm there in front of them.  I'm telling them what I'm good at.,fru,2.0,4.0,3.5,1
Ses01F_impro04_M016,[100.4850-103.4700]:,"Yeah.  But the piece of paper helps, too.",neu,3.0,2.5,2.5,0
Ses01F_impro04_F017,[102.7800-105.4150]:,Why?  It's a piece of paper.,fru,2.0,4.5,4.0,1
Ses01F_impro04_M017,[104.9700-107.7800]:,"No.  But it has an outline, you know.",neu,3.0,3.5,3.0,0
Ses01F_impro04_F018,[106.1700-111.8600]:,"I just don't want this paper trail, you know.  I just don't want things following me around, like-.",fru,2.0,4.5,3.5,1
Ses01F_impro04_M018,[111.6600-117.7250]:,"I know.  Okay.  Well, um. Maybe--",neu,3.0,3.5,3.0,0
Ses01F_impro04_F019,[114.9200-122.3100]:,"It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...",fru,3.0,3.5,3.0,1
Ses01F_impro04_M019,[118.4600-119.7700]:,Yeah.,neu,3.0,2.5,2.5,0
Ses01F_impro04_M020,[121.5000-123.4200]:,"Okay, yeah.  I would imagine.",neu,3.0,2.5,2.5,0
Ses01F_impro04_M021,[129.4300-139.1600]:,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",neu,3.5,3.5,3.0,0
Ses01F_impro04_F021,[133.7400-137.4400]:,"That's baloney, that's baloney.",fru,2.0,2.0,3.0,1
Ses01F_impro04_F022,[138.1300-139.8900]:,Please.,fru,2.0,2.0,2.5,1
Ses01F_impro04_M022,[139.5219-141.8225]:,maybe get a car.,neu,3.0,2.5,2.5,0
Ses01F_impro04_M023,[144.9125-149.5100]:,"I just, you know, think you should try a little harder maybe.",neu,2.5,2.5,2.0,0
Ses01F_impro04_F023,[148.5500-152.8500]:,you think that you're better than me because I don't have a car?,fru,2.0,2.5,3.0,1
Ses01F_impro04_M024,[151.8400-154.0300]:,I didn't say that.,neu,3.0,2.5,3.0,0
Ses01F_impro04_F024,[153.1800-155.2925]:,"You know, you're riding the bus, too.",fru,2.5,2.5,3.5,1
Ses01F_impro04_M025,[154.6000-157.8000]:,"I am riding the bus, but by choice.",neu,3.0,3.5,3.5,0
Ses01F_impro04_F025,[157.1625-159.7000]:,Why?  What choice?,fru,2.5,2.5,3.0,1
Ses01F_impro04_M026,[158.9500-161.3500]:,"To save the environment, carpool.",neu,3.5,3.0,3.0,0
Ses01F_impro04_F026,[161.0787-163.7800]:,You're saving the environment. mmhmm,fru,2.5,2.0,3.5,1
Ses01F_impro04_M027,[162.1200-164.7825]:,Yes.  One less car at a time.,neu,3.5,3.5,3.5,0
Ses01F_impro04_F027,[164.3925-167.5650]:,Interesting.  That's fantastic.,fru,2.5,2.0,3.0,1
Ses01F_impro04_M028,[165.4700-166.7100]:,Mmhmm.,neu,3.0,2.5,2.0,0
Ses01F_impro04_M029,[167.0500-171.4300]:,"You know, you don't have to take out your frustration on me, you know, just because...",fru,2.5,3.5,3.5,1
Ses01F_impro04_F028,[170.8300-172.8400]:,I'm not frustrated.,ang,2.0,3.5,3.5,2
Ses01F_impro04_M030,[171.7500-175.2600]:,...you can't get a job and refuse to have a resume.,fru,2.5,2.5,3.0,1
Ses01F_impro04_F029,[175.2700-178.4300]:,Who do you think you are?,ang,1.5,4.0,4.0,2
Ses01F_impro04_M031,[178.0033-180.8650]:,I don't think I'm anyone.,neu,3.0,2.5,2.5,0
Ses01F_impro04_F030,[180.3025-183.4875]:,You are so high and mighty.  I just--,ang,1.5,3.5,4.0,2
Ses01F_impro04_M032,[182.8200-185.5400]:,I- I-I didn't-- okay.,neu,2.5,2.0,1.5,0
Ses01F_impro04_F031,[184.4700-188.8700]:,Oh.  I'm saving the environment. I'm riding this car because I- I want to.,ang,1.5,3.0,3.5,2
Ses01F_impro04_M034,[188.0100-190.7100]:,What? Oh.  So now you're...,fru,2.5,2.0,2.0,1
Ses01F_impro04_F032,[189.1200-192.0200]:,"The bus, I'm riding the bus because I want to.",ang,2.0,3.5,3.5,2
Ses01F_impro04_M035,[191.2800-195.1300]:,you know what?  You don't have to take your anger and your hurt out on me.,fru,2.0,3.5,3.0,1
Ses01F_impro04_F033,[193.5875-199.4325]:,I can not-- you are not here by choice.  Nobody would ride this bus by choice.,ang,1.5,3.5,4.5,2
Ses01F_impro05_F000,[004.2400-005.2300]:,Hi.,fru,4.0,2.0,1.5,1
Ses01F_impro05_M000,[003.6100-005.1900]:,Hi.  Thanks for waiting.,neu,4.0,2.5,2.0,0
Ses01F_impro05_F001,[005.2600-007.1600]:,Yeah. This is the fourth line that I have been in.,fru,2.0,2.5,2.5,1
Ses01F_impro05_M001,[005.2100-006.4400]:,Can I help you?,hap,4.0,2.5,2.0,4
Ses01F_impro05_M002,[006.6000-007.7100]:,Uh huh.,hap,4.0,2.5,2.0,4
Ses01F_impro05_F002,[007.3500-008.8500]:,I need my bag.,fru,2.5,2.5,3.5,1
Ses01F_impro05_M003,[008.3200-009.8000]:,Okay.,neu,4.0,2.5,2.0,0
Ses01F_impro05_F003,[009.2000-013.0200]:,"I flew in over three hours ago, I've been in four different lines.",fru,2.0,3.0,3.5,1
Ses01F_impro05_M004,[012.2600-013.7800]:,Okay.,neu,3.5,1.5,2.0,0
Ses01F_impro05_F004,[013.0400-022.7400]:,I waited the entire baggage- I waited for the whole baggage carousel four times.  They told me to go to the next one.  I waited through that for three planes and now I'm here.,fru,2.0,3.5,3.5,1
Ses01F_impro05_M005,[021.8400-025.9000]:,Okay.  Great.  I'm really sorry that you had to do that.  What's your last name?  Let's start there.,neu,3.5,2.5,2.0,0
Ses01F_impro05_F005,[025.3500-026.7600]:,Nash.,fru,2.5,3.0,3.0,1
Ses01F_impro05_M006,[025.9900-027.7272]:,Okay.,neu,3.5,2.5,2.0,0
Ses01F_impro05_M007,[028.2900-034.1425]:,all right- okay.  And you lost your bag? Is that- that the issue?,neu,3.5,2.5,2.0,0
Ses01F_impro05_F007,[032.1900-033.5000]:,Yes.,fru,2.5,3.0,3.5,1
Ses01F_impro05_F008,[033.7800-035.9000]:,Flight seven fourteen.,ang,2.5,2.5,3.5,2
Ses01F_impro05_M008,[034.7000-036.5200]:,Uh-huh.,neu,3.0,2.5,2.0,0
Ses01F_impro05_F009,[036.7100-044.0300]:,"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?",ang,2.5,2.5,3.5,2
Ses01F_impro05_M009,[036.9100-042.7600]:,"Yeah. Yeah, I don't see- I don't see any--",neu,2.5,2.5,2.0,0
Ses01F_impro05_M010,[043.8600-049.9700]:,"I don't see any record of it, and I-usually when I don't see a record of it, that means um-",neu,2.5,2.5,2.0,0
Ses01F_impro05_M011,[049.9700-070.2600]:,"we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again...",neu,2.5,2.5,2.0,0
Ses01F_impro05_M012,[070.3800-073.1400]:,"for such an inconvenience and your bag, but",neu,2.5,2.0,1.5,0
Ses01F_impro05_F011,[073.8700-075.5375]:,Is this a joke?,ang,2.0,4.5,3.5,2
Ses01F_impro05_M013,[073.5500-074.9900]:,Yeah.,neu,2.5,2.0,1.5,0
Ses01F_impro05_M014,[075.0300-076.4800]:,"No, no.",neu,2.5,2.5,1.5,0
Ses01F_impro05_F012,[075.6100-080.7300]:,"Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline.",ang,2.5,3.5,3.0,2
Ses01F_impro05_M015,[080.2200-083.2425]:,"No, no.  This is real.",neu,2.5,2.0,1.5,0
Ses01F_impro05_M016,[085.7200-093.9575]:,"No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...",neu,2.5,2.5,2.0,0
Ses01F_impro05_M017,[094.0050-100.4000]:,this is the only track record that we have and if it's not listed here then it's probably not anywhere.,neu,2.5,2.5,2.5,0
Ses01F_impro05_F014,[099.5200-102.9000]:,"You're kidding me, this is a joke.",ang,1.5,4.0,4.0,2
Ses01F_impro05_F015,[103.0050-118.5000]:,Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive.,ang,1.5,4.5,4.5,2
Ses01F_impro05_M019,[111.2800-112.8100]:,Yes.,neu,2.5,2.0,2.0,0
Ses01F_impro05_M020,[118.0400-119.3700]:,I know.,neu,2.5,2.0,2.0,0
Ses01F_impro05_F016,[118.5300-122.4400]:,We flew in from Paris.  I've been shopping for three weeks.,ang,1.5,4.5,4.0,2
Ses01F_impro05_F017,[127.4850-136.8500]:,I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.,ang,1.5,5.0,4.5,2
Ses01F_impro05_M022,[131.0200-133.2500]:,Okay. Calm-,neu,2.5,2.0,2.0,0
Ses01F_impro05_M023,[136.1900-143.5000]:,"Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really",neu,2.5,3.5,2.5,0
Ses01F_impro05_F018,[137.7150-140.1100]:,Do you understand who my husband is?,ang,1.5,4.0,4.0,2
Ses01F_impro05_F019,[140.2250-145.6000]:,"If you're- if you're- if you're looking for a lawsuit, baby, you've found it.",ang,1.5,4.0,4.5,2
Ses01F_impro05_M024,[144.8500-151.1600]:,"We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that.",neu,2.5,3.0,2.5,0
Ses01F_impro05_F020,[149.3650-153.8000]:,Oh-Oh.  It's a gift.  You're-You're helping me out here?,ang,1.5,4.5,4.5,2
Ses01F_impro05_M025,[151.3350-152.7100]:,It's a gift.,neu,2.5,2.5,2.0,0
Ses01F_impro05_M026,[152.8325-158.5800]:,"You know, the airlines can not be held responsible for every bag of luggage that comes through here.",neu,2.5,2.5,2.5,0
Ses01F_impro05_F021,[155.6000-160.3600]:,You are cruising for a bruising.  You are in so much trouble.,ang,1.5,4.5,4.5,2
Ses01F_impro05_M027,[159.6600-161.3700]:,With the amount of--,neu,2.5,2.5,2.0,0
Ses01F_impro05_F022,[160.4100-163.7975]:,Who's in charge?  Who is the president of Jet Blue?,ang,1.5,4.5,4.0,2
Ses01F_impro05_M028,[163.2500-166.9900]:,"Um, actually, I don't know. I don't know. Oh really?",neu,2.5,2.5,2.0,0
Ses01F_impro05_F023,[163.8800-165.8000]:,Because I probably know him.,ang,2.0,3.0,4.0,2
Ses01F_impro05_F024,[166.3300-167.7100]:,Yeah.,ang,2.0,3.0,4.0,2
Ses01F_impro05_M029,[167.1500-173.6300]:,Well then maybe you can just call him and he can give you more money.  But right now all I can do--,neu,2.5,2.5,2.5,0
Ses01F_impro05_F025,[171.0900-174.2000]:,"I don't want money, I want my clothes.",ang,1.5,4.5,4.5,2
Ses01F_impro05_M030,[173.7325-178.2625]:,"Right now all I can do is just give you this fifty dollars, I'm really sorry.",neu,3.0,2.5,2.0,0
Ses01F_impro05_F026,[177.6025-179.0900]:,What's your name?,ang,2.0,3.5,3.5,2
Ses01F_impro05_M031,[178.5900-180.8700]:,Oh.  My name is Sean. Hi.,neu,3.0,2.5,2.5,0
Ses01F_impro05_M032,[183.1400-189.3875]:,"Badge number?  Uh, no.  You can just take my employee number I guess.",sur,3.0,2.5,2.0,5
Ses01F_impro05_F028,[188.7800-190.8975]:,Okay.  I'll do that.,ang,2.0,3.0,4.0,2
Ses01F_impro05_M033,[190.2300-196.9000]:,Why?  Have I done something wrong?  Have I given you bad service?  I feel like I have done the best I could.,sur,2.5,3.0,2.0,5
Ses01F_impro05_F029,[195.3800-199.3300]:,I don't think you have done everything you could do because I don't have my bag here yet.,ang,1.5,3.0,3.5,2
Ses01F_impro05_M034,[198.6600-205.1700]:,"If you want, you can write a letter.  I can give you the address. Yes.  An angry--",neu,2.5,2.5,2.5,0
Ses01F_impro05_F030,[202.8600-206.1700]:,A letter? I'll make a personal phone call.,ang,2.0,3.0,3.5,2
Ses01F_impro05_M035,[205.6300-211.9400]:,"Or you can make a phone call.  But I think a letter might be a little more-- in my impression, letters have more...",neu,2.5,2.0,1.5,0
Ses01F_impro06_M000,[011.4600-014.7400]:,"I'm sorry, Joy.",sad,2.5,2.0,3.0,3
Ses01F_impro06_M001,[018.4900-024.9100]:,Is there anything I can get you?  Do you want me to take care of anything for you or...?,neu,2.5,3.0,3.5,0
Ses01F_impro06_M002,[025.1200-026.5600]:,...pick up anything?,neu,2.5,2.0,3.0,0
